Project Name,Queue Position,Interconnection Request Receive Date,Application Status,Study Process,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Net MWs to Grid,MWh-1,MWh-2,MWh-3,"Full Capacity, Partial or Energy Only (FC/P/EO)",TPD Allocation Percentage,Off-Peak Deliverability and Economic Only,TPD Allocation Group,County,State,Utility,PTO Study Region,Station or Transmission Line,Proposed On-line Date (as filed with IR),Current On-line Date,Suspension Status,Feasibility Study or Supplemental Review,System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),Interconnection Agreement Status,clean substation name,Best GIS Substation Match,GIS Lat,GIS Long,STATEFP,COUNTYFP,Transmission Capacity,Permit Status,Retired Plant Inverse Distance,Future Transmission Inverse Distance,Display Name,Line_Name,Min_Dist,Cap_MW,Load_Pct,Remain_MW
MOUNT LAGUNA WIND 2,1429,4/28/2017,ACTIVE,C10,Wind Turbine,,,Wind Turbine,,,400.0,,,400.0,,,,Energy Only,,Off-Peak Deliverability,,san diego,CA,SDGE,,Suncrest - Ocotillo 500 kV Line,6/1/2020,8/1/2028,,,Complete,Complete,,Executed,,,32.90413656415327,-117.10426525301504,6.0,73.0,855.1942418336547,1,0.1522450772901553,0.0424594634875208,MOUNT LAGUNA WIND 2 : Suncrest - Ocotillo 500 kV Line,SDG&E 69kV,0.1170892523369673,577,96,23
STARLIGHT SOLAR,1432,5/1/2017,ACTIVE,C10,Photovoltaic,Storage,,Solar,Battery,,20.0,17.4,,20.0,,,,Partial Capacity,87.0,Off-Peak Deliverability,,san diego,CA,SDGE,,Boulevard East Substation 69 kV,6/1/2020,4/30/2025,,,Complete,Complete,,Executed,Boulevard East,,32.897057617332074,-117.10751802924588,6.0,73.0,561.6302852441902,1,0.1679245971987838,0.043998825107965,STARLIGHT SOLAR : Boulevard East Substation 69 kV,SDG&E 69kV,0.900375878405867,577,96,23
AJO POWER BANK,1442,4/5/2018,ACTIVE,C11,Storage,,,Battery,,,124.3,,,120.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Llagas-Gilroy Foods 115 kV line,12/1/2020,1/1/2028,,,Complete,Complete,,Executed,,,37.333939085136834,-121.92044984280976,6.0,85.0,480.7325212716013,1,0.6118214199788753,0.1021074921880484,AJO POWER BANK : Llagas-Gilroy Foods 115 kV line,PG&E 115kV,1.116343222487788,6123,43,3490
ANGELA,1443,4/13/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,40.0,20.0,,40.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2a,tulare,CA,PGAE,Kern,Olive 115 kV,11/30/2021,12/30/2024,,,Complete,Complete,,Executed,,,36.23418114625729,-119.219502143834,6.0,107.0,2883.1902285057517,1,0.0258663506667569,0.0229972780625635,ANGELA : Olive 115 kV,SCE 220kV,0.18992249320482704,1110,46,599
SALOON ENERGY STORAGE,1444,4/4/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,150.0,150.0,,150.0,,,,Partial Capacity,92.0,Off-Peak Deliverability,,colusa,CA,PGAE,Northern,Cortina 115 kV,12/1/2022,5/1/2026,,,Complete,Complete,,Executed,,,39.13633556761896,-122.10008511750505,6.0,11.0,594.558135588539,0,0.0274747033062436,0.0928051110178738,SALOON ENERGY STORAGE : Cortina 115 kV,PG&E 60kV,0.9652151106033751,212,70,64
HUMMINGBIRD ENERGY STORAGE,1454,4/9/2018,ACTIVE,C11,Storage,,,Battery,,,75.0,,,75.0,,,,Full Capacity,,,Group 1a,santa clara,CA,PGAE,Northern,Metcalf 115 kV,12/31/2020,5/1/2023,,,Complete,Complete,,Executed,,,37.30842313797603,-121.89214439459684,6.0,85.0,2179.055983739056,1,0.4620867158215528,0.111830999165782,HUMMINGBIRD ENERGY STORAGE : Metcalf 115 kV,PG&E 115kV,1.1846992768128302,5607,70,1682
JANUS,1455,4/12/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,80.0,83.54,,80.0,,,,Full Capacity,,Off-Peak Deliverability,,colusa,CA,PGAE,Northern,Cortina 60 kV,12/31/2021,2/1/2024,,,Complete,Complete,,Executed,,,39.16020769038203,-122.10148738052844,6.0,11.0,1339.897630418743,1,0.0268274373780672,0.0877464184079544,JANUS : Cortina 60 kV,PG&E 60kV,1.7037643799956317,212,70,64
LAS CAMAS 3,1456,4/10/2018,ACTIVE,C11,Photovoltaic,,,Solar,,,102.5,,,100.0,,,,Full Capacity,,Off-Peak Energy Only,Group D,merced,CA,PGAE,Fresno,Los Banos 230 kV,11/30/2022,2/7/2025,,,Complete,Complete,,Executed,,,37.253686068364985,-120.62434349643353,6.0,47.0,2829.2143038361414,0,0.0833068412042731,0.0507182689202887,LAS CAMAS 3 : Los Banos 230 kV,PG&E 115kV,2.171037633750974,702,80,140
MILPA POWER BANK,1457,4/9/2018,ACTIVE,C11,Storage,,,Battery,,,3.0,,,3.0,,,,Full Capacity,,,,santa clara,CA,PGAE,Northern,Los Esteros 115 kV,12/1/2020,4/29/2025,,,Complete,Complete,,,,,37.30304659073612,-121.88791929998362,6.0,85.0,1045.791347586096,0,0.3633177943859102,0.1131570789358868,MILPA POWER BANK : Los Esteros 115 kV,PG&E 115kV,1.7813977999479913,3474,90,347
MULQUEENEY RANCH WIND 2,1459,4/12/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,62.5,,,60.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2b,alameda,CA,PGAE,Northern,Tesla 230 kV,12/15/2021,11/30/2024,,,Complete,Complete,,Executed,,,37.70130507570262,-122.10707645844217,6.0,1.0,500.7809934790071,1,0.042110478405702,0.1174058754365474,MULQUEENEY RANCH WIND 2 : Tesla 230 kV,PG&E 60kV,0.9381926403832285,1767,58,742
RECLAIMED WIND,1461,4/4/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,112.2,,,90.7,,,,Partial Capacity,53.0,Off-Peak Deliverability,Group 3,alameda,CA,PGAE,Northern,Kelso-Tesla Tap 230 kV,12/31/2020,4/4/2025,,,Complete,Complete,,Executed,,,37.683741459563656,-122.12251638099228,6.0,1.0,508.9353144774519,0,0.0464431047835879,0.1528186255179777,RECLAIMED WIND : Kelso-Tesla Tap 230 kV,PG&E 60kV,0.32128719237893094,1377,62,523
SOLANO 4 WIND,1463,4/4/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,92.354,,,90.8,,,,Full Capacity,,Off-Peak Deliverability,Group 1,solano,CA,PGAE,Northern,Birds Landing 230 kV,3/31/2023,4/30/2025,,,Complete,Complete,,Executed,,,38.21382126922368,-122.05672967241075,6.0,95.0,469.72449172972216,0,0.0509736679635997,0.0530988477231822,SOLANO 4 WIND : Birds Landing 230 kV,PG&E 115kV,1.8751740962541759,298,65,104
CABALLERO STORAGE,1470,4/13/2018,ACTIVE,C11,Storage,,,Battery,,,106.2,,,99.7,,,,Full Capacity,,,Group 2a,san luis obispo,CA,PGAE,Kern,Mesa 230 kV,12/1/2021,5/15/2024,,,Complete,Complete,,Executed,,,35.3633051336519,-120.64422958977468,6.0,79.0,2978.661184164947,1,0.051775773028377,0.0148889087463831,CABALLERO STORAGE : Mesa 230 kV,PG&E 60kV,0.9635219110229007,178,49,91
KEY STORAGE 1,1479,4/11/2018,ACTIVE,C11,Storage,,,Battery,,,309.3,,,300.1,,,,Full Capacity,,,Group 3,fresno,CA,PGAE,Fresno,Gates 500 kV,12/1/2022,10/1/2025,,,Complete,Complete,,Executed,,,36.73330454080019,-119.76618496611354,6.0,19.0,2525.420071389812,1,0.0190037217021031,0.053734249453946,KEY STORAGE 1 : Gates 500 kV,PG&E 60kV,1.5435258961070732,368,94,22
PANOCHE ENERGY CENTER C11,1484,4/10/2018,ACTIVE,C11,Gas Turbine,,,Natural Gas,,,63.0,,,63.0,,,,Partial Capacity,41.0,,,fresno,CA,PGAE,Fresno,Panoche 230 kV,7/1/2020,6/30/2022,,,Complete,Complete,,,,,36.76255916903943,-119.74997553615977,6.0,19.0,1387.2106929642405,0,0.0179995699805416,0.0600685670540598,PANOCHE ENERGY CENTER C11 : Panoche 230 kV,PG&E 115kV,0.9471707065594407,1739,57,748
TEPONA OFF-SHORE WIND,1491,4/14/2018,ACTIVE,C11,Wind Turbine,,,Wind Turbine,,,161.925,,,156.0,,,,Energy Only,,Off-Peak Energy Only,Group 3,humboldt,CA,PGAE,Northern,Humboldt 115 kV,10/1/2024,3/1/2026,,,Complete,Complete,,,,,40.77251628139403,-124.07481902028648,6.0,23.0,1454.8194471081845,1,0.0933520613444844,0.0590166425900116,TEPONA OFF-SHORE WIND : Humboldt 115 kV,PG&E 115kV,0.06236985033322701,314,76,75
AZALEA,1493,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,61.3,38.0,,60.0,,,,Partial Capacity,92.0,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Arco 70 kV,11/1/2022,3/9/2025,,,Complete,Complete,,Executed,,,35.3448957247661,-118.93892716035904,6.0,29.0,396.7330257219194,1,0.1146978290124328,0.0780077528726928,AZALEA : Arco 70 kV,PG&E 115kV,1.0258051284955512,2455,50,1228
CHALAN SOLAR,1495,4/13/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,25.2,66.6,,64.9,,,,Full Capacity,,Off-Peak Deliverability,Group 1a,kern,CA,PGAE,Kern,Arco 230 kV,12/1/2021,9/30/2024,,,Complete,Complete,,Executed,,,35.352013215740186,-118.93005899934778,6.0,29.0,2358.034041870767,1,0.1215340382849506,0.0805282950982527,CHALAN SOLAR : Arco 230 kV,PG&E 115kV,0.24407989569505212,2455,50,1228
DESCENDANT RANCH 1,1496,4/11/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,510.0,513.5,,500.0,,,,Partial Capacity,9.6,Off-Peak Deliverability,Group 1b,colusa,CA,PGAE,Northern,Delevan 230 kV,12/1/2023,6/21/2025,,,Complete,Complete,,Executed,,,39.13599957882321,-122.06999298527757,6.0,11.0,2478.830469663447,1,0.0295130238168868,0.0749730594692603,DESCENDANT RANCH 1 : Delevan 230 kV,PG&E 60kV,0.9968097982437827,212,70,64
JASMINE,1499,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,71.161,70.0,,70.0,,,,Partial Capacity,92.0,Off-Peak Deliverability,,kern,CA,PGAE,Kern,Lakeview 70 kV,11/1/2022,8/31/2026,,,Complete,Complete,,Executed,,,35.39331385630494,-118.9473733472049,6.0,29.0,2477.589110706263,1,0.2945051194454519,0.131093686771197,JASMINE : Lakeview 70 kV,PG&E 70kV,0.48081078288582285,888,60,355
PROSPECT ENERGY STORAGE,1507,4/16/2018,ACTIVE,C11,Storage,,,Battery,,,58.75,,,49.9,,,,Full Capacity,,,Group 1,sacramento,CA,PGAE,Northern,Gold Hill 60 kV,6/1/2022,3/31/2026,Suspended,,Complete,Complete,,Executed,,,38.58857014237136,-121.3806904186848,6.0,67.0,496.9399185960497,0,0.1332846252535207,0.1533204462751625,PROSPECT ENERGY STORAGE : Gold Hill 60 kV,SMUD 60kV,0.7888704185165408,4613,49,2353
BELLEFIELD SOLAR FARM,1510,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,500.0,500.0,,500.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,kern,CA,SCE,Northern,Windhub Substation 230kV,10/1/2022,10/2/2024,,,Complete,Complete,,Executed,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,1677.9800543399058,1,1.0502584294611754,0.0157319769305161,BELLEFIELD SOLAR FARM : Windhub Substation 230kV,SCE 500kV,0.10357645386999763,11916,87,1549
REXFORD SOLAR FARM,1516,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,300.0,240.0,,300.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,tulare,CA,SCE,Northern,Vestal Substation 230kV,10/1/2022,9/1/2024,,,Complete,Complete,,Executed,Vestal,Vestal,35.8417435,-119.085048,6.0,107.0,1891.647345208772,1,0.0865566934984284,0.0226533535516012,REXFORD SOLAR FARM : Vestal Substation 230kV,SCE 66kV,0.0014318367846325225,187,41,110
SANBORN SOLAR 2,1518,4/13/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,236.0,382.0,,500.0,,,,Partial Capacity,63.56,Off-Peak Deliverability,,kern,CA,SCE,Northern,Windhub Substation 230kV,12/31/2022,12/1/2023,,,Complete,Complete,,Executed,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,421.3814721162903,0,1.0502584294611754,0.0157319769305161,SANBORN SOLAR 2 : Windhub Substation 230kV,SCE 500kV,0.10357645386999763,11916,87,1549
BALDY MESA 2,1519,4/15/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,110.88,49.9,,100.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2,san bernardino,CA,SCE,NOL,Roadway Substation 115kV,12/15/2021,2/3/2025,,,Complete,Complete,,Executed,Roadway,Roadway,34.57613889,-117.4131611,6.0,71.0,2785.698768599504,1,0.1303699367305233,0.1214225510970185,BALDY MESA 2 : Roadway Substation 115kV,SCE 115kV,0.0022583185878892473,3939,56,1733
QUARTZITE SOLAR 11,1526,4/11/2018,ACTIVE,C11,Storage,Photovoltaic,,Battery,Solar,,75.0,155.43,,150.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2,riverside,CA,SCE,Eastern,Colorado River Substation 230kV,12/30/2022,12/21/2024,,,Complete,Complete,,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6.0,65.0,1437.44318775816,0,0.0106184422255897,,QUARTZITE SOLAR 11 : Colorado River Substation 230kV,SCE 500kV,0.07347741070573015,209490,98,4190
WINDY WASH SOLAR,1528,4/13/2018,ACTIVE,C11,Photovoltaic,,,Solar,,,79.0,,,79.0,,,,Energy Only,,Off-Peak Deliverability,,riverside,CA,SCE,Eastern,Devers Substation 220kV,6/30/2021,12/31/2022,,,Complete,Complete,,,Devers,Devers,33.93691612,-116.5773269,6.0,65.0,1986.9737151062225,0,1.1957785203972957,,WINDY WASH SOLAR : Devers Substation 220kV,SCE 220kV,0.1027636687347591,223041,96,8922
BATERIA DEL SUR,1531,4/16/2018,ACTIVE,C11,Storage,,,Battery,,,350.0,,,350.0,,,,Partial Capacity,37.0,,Group 3,imperial,CA,SDGE,,Imperial Valley Substation 230 kV,5/1/2022,12/31/2024,,,Complete,Complete,,Executed,Imperial Valley,Imperial Valley,32.85615594,-115.5637445,6.0,25.0,2401.193654365824,1,0.1399886599937234,,BATERIA DEL SUR : Imperial Valley Substation 230 kV,IID 34.5kV,0.008486190388329507,66,94,4
KETTLE SOLAR ONE,1532,4/16/2018,ACTIVE,C11,Photovoltaic,Storage,,Solar,Battery,,90.0,90.0,,90.0,,,,Full Capacity,,Off-Peak Deliverability,,san diego,CA,SDGE,,Carrizo Gorge Switchyard 138 kV,12/1/2020,10/31/2026,,,Complete,Complete,,Executed,,,32.87993579246564,-117.12224399870516,6.0,73.0,1161.5687519315018,0,0.2418991983413117,0.0483777355473235,KETTLE SOLAR ONE : Carrizo Gorge Switchyard 138 kV,SDG&E 69kV,2.012371023712895,1572,35,1022
IRVING STORAGE,1539,3/5/2019,ACTIVE,ISP,Storage,,,Battery,,,782.79,,,750.0,,,,Full Capacity,,,,monterey,CA,PGAE,Northern,Moss Landing 500 kV,12/1/2022,11/30/2025,,,Complete,Complete,,Executed,,,36.61747908033892,-121.63943779434476,6.0,53.0,2692.1267625997084,1,0.0735124360413688,0.1372970005262524,IRVING STORAGE : Moss Landing 500 kV,PG&E 60kV,3.261674927856943,1932,32,1314
TANAGER STORAGE,1550,4/2/2019,ACTIVE,C12,Storage,,,Battery,,,200.0,,,200.0,,,,Full Capacity,,,Group 2,santa clara,CA,PGAE,Northern,Los Esteros 230 kV,6/30/2023,4/1/2025,,,Complete,Complete,,Executed,,,37.31781883681619,-121.9122669641035,6.0,85.0,1553.4917406517004,0,0.4348899615402459,0.1165911816668369,TANAGER STORAGE : Los Esteros 230 kV,PG&E 115kV,0.4017619615608725,14146,45,7780
CORMORANT STORAGE,1552,4/2/2019,ACTIVE,C12,Storage,,,Battery,,,250.0,,,250.0,,,,Full Capacity,,,Group 2,san francisco,CA,PGAE,Northern,Martin 115 kV,6/30/2023,3/14/2025,,,Complete,Complete,,Executed,,,37.74560837763444,-122.42475096264565,6.0,75.0,2588.250105498229,1,0.2524671386005361,0.2057005987665757,CORMORANT STORAGE : Martin 115 kV,PG&E 115kV,0.3975582146027829,20059,49,10230
JEWELFLOWER STORAGE,1553,4/5/2019,ACTIVE,C12,Storage,,,Battery,,,354.88,,,350.0,,,,Full Capacity,,,Group 3,santa clara,CA,PGAE,Northern,Metcalf 230 kV,12/31/2022,3/27/2025,,,Complete,Complete,,,,,37.32594828194987,-121.9078442157786,6.0,85.0,1633.6501954042094,0,0.6108169255144239,0.1047431503692792,JEWELFLOWER STORAGE : Metcalf 230 kV,PG&E 115kV,0.46630012564041573,5607,70,1682
NOOSA ENERGY STORAGE,1557,4/15/2019,ACTIVE,C12,Storage,,,Battery,,,100.0,,,99.0,,,,Full Capacity,,,Group 3,san joaquin,CA,PGAE,Northern,Ripon 115 kV,12/16/2022,5/1/2025,,,Complete,Complete,,Executed,,,37.93475830667425,-121.3126193303368,6.0,77.0,1230.7029349182556,0,0.6400699321683343,0.1524779272694744,NOOSA ENERGY STORAGE : Ripon 115 kV,PG&E 60kV,0.6538277954884743,532,34,351
HYDASPES,1558,4/4/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,41.436,40.562,,40.0,,,,Energy Only,,Off-Peak Energy Only,Group 5,stanislaus,CA,PGAE,Northern,Miller #1 115 kV Line,12/31/2022,12/31/2022,,,Complete,Complete,,In Progress,,,37.60541903581005,-120.95712491497824,6.0,99.0,2390.3233966203643,0,0.0644005061250661,0.0490365777700869,HYDASPES : Miller #1 115 kV Line,TID 69kV,0.3971513619166577,2263,36,1448
DYNAMO SOLAR,1565,4/8/2019,ACTIVE,C12,Photovoltaic,,,Solar,,,24.5,,,24.5,,,,Full Capacity,,Off-Peak Deliverability,Group 3,napa,CA,PGAE,Northern,Tulucay 60 kV,6/30/2023,11/21/2025,,,Complete,Complete,,Executed,,,38.3393425974166,-122.31941069799646,6.0,55.0,2550.089235660329,1,0.1358875163528676,0.0899048662220009,DYNAMO SOLAR : Tulucay 60 kV,PG&E 115kV,1.8661791038796725,2339,94,140
AIR STATION 1,1568,4/16/2019,ACTIVE,C12,Photovoltaic,Storage,,Solar,Battery,,21.05,21.05,,40.0,,,,Energy Only,,Off-Peak Energy Only,Other,kings,CA,PGAE,Fresno,Henrietta-Lemoore NAS 70 kV,12/31/2021,12/31/2021,,,Complete,Complete,,In Progress,,,36.25910030687808,-119.7129659064498,6.0,31.0,2263.464515626488,0,0.1692927271778555,0.0582352077078056,AIR STATION 1 : Henrietta-Lemoore NAS 70 kV,PG&E 60kV,2.049403763925933,221,41,130
ARCTURUS,1586,4/4/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,152.29,151.794,,150.0,,,,Energy Only,,Off-Peak Energy Only,Group 3,kern,CA,PGAE,Kern,Arco 230 kV,12/30/2022,11/3/2026,,,Complete,Complete,,Executed,,,35.360158393715125,-118.92926861229265,6.0,29.0,2357.849619553442,0,0.1346182547760517,0.0858696854419197,ARCTURUS : Arco 230 kV,PG&E 115kV,0.21987397275647472,2455,50,1228
KINGSROAD HYBRID SOLAR,1587,4/16/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,101.78,101.78,,100.0,,,,Energy Only,,Off-Peak Energy Only,Group 2a,kern,CA,PGAE,Kern,Arco 230 kV,11/30/2023,12/25/2024,,,Complete,Complete,,Executed,,,35.3805661208939,-118.96463035344948,6.0,29.0,362.6883119852192,1,0.2252615607140717,0.1203583160582375,KINGSROAD HYBRID SOLAR : Arco 230 kV,PG&E 70kV,1.8810446896334472,888,60,355
PELICANS JAW HYBRID SOLAR,1593,4/9/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,500.0,500.0,,500.0,,,,Partial Capacity,95.55,Off-Peak Energy Only,Group A,kings,CA,PGAE,Fresno,Gates-Midway 230 kV Line,11/30/2022,1/22/2028,,,Complete,Complete,,Executed,,,36.234371176813085,-119.71375806269512,6.0,31.0,2123.913403680697,1,0.1417954126214008,0.0587630102517026,PELICANS JAW HYBRID SOLAR : Gates-Midway 230 kV Line,PG&E 60kV,0.6892531388053739,221,41,130
BUTTONBUSH SOLAR HYBRID ENERGY CENTER,1596,4/1/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,818.0,818.0,,800.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,kern,CA,PGAE,Kern,Midway 500 kV,11/1/2025,12/1/2026,,,Complete,Complete,,Executed,,,35.36625014543227,-118.93768758150787,6.0,29.0,2192.3194391905336,1,0.1538197816097909,0.0935252346134685,BUTTONBUSH SOLAR HYBRID ENERGY CENTER : Midway 500 kV,PG&E 115kV,1.15493973445076,2455,50,1228
ARATINA SOLAR CENTER 2,1604,4/1/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,200.0,200.0,,200.0,,,,Full Capacity,,Off-Peak Deliverability,Group 1a,kern,CA,SCE,NOL,Kramer Substation 230kV,6/1/2022,1/15/2025,,,Complete,Complete,,Executed,Kramer,Kramer,34.98947998,-117.542396,6.0,29.0,2019.169504172129,0,0.4413035809044927,0.017957980691558,ARATINA SOLAR CENTER 2 : Kramer Substation 230kV,SCE 115kV,0.03134025734784748,902,61,352
AVOCET STORAGE,1608,4/1/2019,ACTIVE,C12,Storage,,,Battery,,,200.0,,,200.0,,,,Full Capacity,,,Group 2,los angeles,CA,SCE,Metro,Hinson Substation 230kV,6/30/2023,9/1/2024,,,Complete,Complete,,Executed,Hinson,Hinson,33.81926898,-118.222539,6.0,37.0,1064.865586919957,1,0.3470165018305227,0.0533895108866297,AVOCET STORAGE : Hinson Substation 230kV,SCE 66kV,0.00044074133463617004,2721,49,1388
COMMERCE ENERGY STORAGE,1611,4/9/2019,ACTIVE,C12,Storage,,,Battery,,,250.0,,,250.0,,,,Full Capacity,,,Group 3,los angeles,CA,SCE,Metro,Laguna Bell Substation 230kV,1/1/2023,6/1/2025,,,Complete,Complete,,Executed,Laguna Bell,Laguna Bell,33.97589882,-118.1478739,6.0,37.0,1042.5413558042126,1,0.6517405464328739,,COMMERCE ENERGY STORAGE : Laguna Bell Substation 230kV,SCE 66kV,0.000317046909623386,1657,33,1110
KESTREL STORAGE,1615,4/1/2019,ACTIVE,C12,Storage,,,Battery,,,200.0,,,200.0,,,,Full Capacity,,,Group 3,los angeles,CA,SCE,Metro,Walnut Substation 220kV,6/30/2023,5/31/2025,,,Complete,Complete,,Executed,Walnut,Walnut,34.00827064,-117.9499278,6.0,37.0,2151.407088726107,1,0.4028254566950284,0.0660381794588935,KESTREL STORAGE : Walnut Substation 220kV,SCE 66kV,0.0005504852092719357,603,84,96
LOCKHART SOLAR 2,1617,4/5/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,73.26,82.43424,,150.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2a,san bernardino,CA,SCE,NOL,Kramer Substation 230kV,12/1/2022,9/1/2023,,,Complete,Complete,,Executed,Kramer,Kramer,34.98947998,-117.542396,6.0,71.0,1803.3532016757176,0,0.4413035809044927,0.017957980691558,LOCKHART SOLAR 2 : Kramer Substation 230kV,SCE 115kV,0.0014802829550712457,4686,97,141
GOLDBACK SOLAR CENTER,1619,4/12/2019,ACTIVE,C12,Storage,,,Battery,,,500.0,,,500.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,ventura,CA,SCE,Northern,Moorpark Substation 230 kV,6/1/2023,3/31/2026,,,Complete,Complete,,Executed,Moorpark,Moorpark,34.28092761,-118.9030066,6.0,111.0,1553.6996714741458,1,0.1067043514780305,0.0291888204210927,GOLDBACK SOLAR CENTER : Moorpark Substation 230 kV,SCE 66kV,0.0009753345746091282,1037,36,664
ANGELENO SOLAR FARM,1625,3/31/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,1150.0,1150.0,,1150.0,,,,Full Capacity,,Off-Peak Deliverability,Group 3,los angeles,CA,SCE,Northern,Vincent Substation 500kV,6/1/2023,4/1/2026,,,Complete,Complete,,Executed,Vincent,Vincent,34.48596597,-118.1184808,6.0,37.0,1704.2770709986346,0,0.036561270718278,0.023316840873773,ANGELENO SOLAR FARM : Vincent Substation 500kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,3.3413968528936607e-06,0,69,0
HUMIDOR STORAGE 1,1629,4/11/2019,ACTIVE,C12,Storage,,,Battery,,,305.0,,,300.0,,,,Full Capacity,,,Group 3,los angeles,CA,SCE,Northern,Vincent Substation 230 kV,12/1/2021,11/15/2023,,,Complete,Complete,,Executed,Vincent,Vincent,34.48596597,-118.1184808,6.0,37.0,1092.2425310831225,1,0.036561270718278,0.023316840873773,HUMIDOR STORAGE 1 : Vincent Substation 230 kV,TEHACHAPI RENEWABLE TRANSMISSION PROJECT,3.3413968528936607e-06,0,69,0
BELLEFIELD 2 SOLAR FARM,1631,4/1/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,500.0,500.0,,500.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2a,kern,CA,SCE,Northern,Windhub Substation 220kV,10/1/2022,9/1/2024,,,Complete,Complete,,Executed,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,882.1408280839303,1,1.0502584294611754,0.0157319769305161,BELLEFIELD 2 SOLAR FARM : Windhub Substation 220kV,SCE 500kV,0.10357645386999763,11916,87,1549
SANBORN HYBRID 3,1632,4/5/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,671.55,778.5456,,1400.0,,,,Full Capacity,,Off-Peak Deliverability,Group 2,kern,CA,SCE,Northern,Windhub Substation 500kV,12/1/2023,3/15/2025,,,Complete,Complete,,Executed,Windhub,Windhub,35.03484956,-118.2806898,6.0,29.0,2656.834331166675,0,1.0502584294611754,0.0157319769305161,SANBORN HYBRID 3 : Windhub Substation 500kV,SCE 500kV,0.10357645386999763,11916,87,1549
CALYPSO SOLAR,1636,4/4/2019,ACTIVE,C12,Storage,Photovoltaic,,Battery,Solar,,400.0,400.0,,400.0,,,,Energy Only,,Off-Peak Energy Only,Group D,riverside,CA,SCE,Eastern,Colorado River Substation 230kV,12/1/2023,12/28/2030,,,Complete,Complete,,Executed,Colorado River,Colorado River,33.57898011,-114.8159277,6.0,65.0,753.8790117443621,1,0.0106184422255897,,CALYPSO SOLAR : Colorado River Substation 230kV,SCE 500kV,0.07347741070573015,209490,98,4190
RAMPA,1641,4/5/2019,ACTIVE,C12,Storage,,,Battery,,,100.98,,,100.0,,,,Full Capacity,,,Group 3,san bernardino,CA,SCE,Eastern,Etiwanda Substation 230kV,12/31/2022,11/15/2023,,,Complete,Complete,,Executed,Etiwanda,Etiwanda,34.08917006,-117.5270465,6.0,71.0,1623.3792663133825,0,4.920976102849549,0.1037379473944929,RAMPA : Etiwanda Substation 230kV,SCE 66kV,0.0003550108910394668,573,42,332
